CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,fullname
11994,MS.,LEAH,HU,1966-10-22,S,F,leah16@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N,MS.LEAHHU
11995,MR.,KELVIN,CARSON,1960-06-14,M,M,kelvin11@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MR.KELVINCARSON
11996,MRS.,VERONICA,SRINI,1960-08-02,S,F,veronica9@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MRS.VERONICASRINI
11997,MRS.,KRISTINA,KAPOOR,1960-04-07,M,F,kristina1@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MRS.KRISTINAKAPOOR
11998,MRS.,DONNA,SHARMA,1960-08-10,M,F,donna9@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MRS.DONNASHARMA
11999,MR.,JOHNNY,SHAN,1960-06-05,M,M,johnny11@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MR.JOHNNYSHAN
12000,MS.,ASHLEY,RUSSELL,1965-03-12,S,F,ashley47@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MS.ASHLEYRUSSELL
12001,MRS.,SHANNON,YANG,1965-07-06,S,F,shannon5@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,MRS.SHANNONYANG
12002,MS.,ADRIANA,LOPEZ,1964-02-06,S,F,adriana17@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,MS.ADRIANALOPEZ
12003,MS.,AUDREY,MUNOZ,1963-03-11,S,F,audrey8@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,MS.AUDREYMUNOZ
12004,MR.,JARROD,SURI,1963-12-20,S,M,jarrod0@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MR.JARRODSURI
12005,MR.,GILBERT,SHEN,1962-07-17,M,M,gilbert23@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MR.GILBERTSHEN
12006,MR.,RICHARD,BLUE,1962-03-16,M,M,richard59@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,MR.RICHARDBLUE
12007,MRS.,SHANNON,SUN,1961-07-26,M,F,shannon12@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,MRS.SHANNONSUN
12008,MRS.,SHARON,YUAN,1961-08-22,M,F,sharon13@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,MRS.SHARONYUAN
12009,MRS.,ANN,MARTINEZ,1957-08-03,S,F,ann22@adventure-works.com,"$80,000 ",1,Partial College,Skilled Manual,Y,MRS.ANNMARTINEZ
12010,MR.,MAX,SERRANO,1957-02-26,M,M,max16@adventure-works.com,"$80,000 ",1,Partial College,Skilled Manual,Y,MR.MAXSERRANO
12011,MRS.,MORGAN,JOHNSON,1935-02-17,S,F,morgan24@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,MRS.MORGANJOHNSON
12012,MRS.,MONICA,SCHMIDT,1960-10-22,M,F,monica11@adventure-works.com,"$60,000 ",3,Partial College,Skilled Manual,N,MRS.MONICASCHMIDT
12013,MRS.,KAYLA,LEWIS,1953-03-07,S,F,kayla20@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y,MRS.KAYLALEWIS
12014,MR.,DEVIN,SANDERS,1949-02-09,M,M,devin65@adventure-works.com,"$10,000 ",2,High School,Skilled Manual,Y,MR.DEVINSANDERS
12015,MR.,JACOB,WHITE,1976-07-09,S,M,jacob11@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,MR.JACOBWHITE
12016,MS.,MEREDITH,SERRANO,1975-12-13,S,F,meredith40@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,MS.MEREDITHSERRANO
12017,MR.,DAVID,SIMMONS,1976-10-27,M,M,david48@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.DAVIDSIMMONS
12018,MR.,DEVIN,HENDERSON,1980-08-02,M,M,devin43@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MR.DEVINHENDERSON
12019,MS.,GABRIELLE,COX,1980-11-13,S,F,gabrielle10@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,MS.GABRIELLECOX
12020,MS.,OLIVIA,ROGERS,1979-09-14,M,F,olivia27@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,MS.OLIVIAROGERS
12021,MRS.,DEBORAH,YUAN,1946-02-13,S,F,deborah11@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,N,MRS.DEBORAHYUAN
12022,MR.,JOSE,WRIGHT,1980-11-22,S,M,jose56@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.JOSEWRIGHT
12023,MR.,FERNANDO,JOHNSON,1978-07-08,S,M,fernando2@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MR.FERNANDOJOHNSON
12024,MR.,SAMUEL,EDWARDS,1978-06-26,S,M,samuel32@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.SAMUELEDWARDS
12025,MR.,LOGAN,DIAZ,1978-06-18,M,M,logan22@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.LOGANDIAZ
12026,MR.,LUCAS,FLORES,1978-07-17,M,M,lucas60@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,MR.LUCASFLORES
12027,MS.,HALEY,WOOD,1978-10-26,M,F,haley21@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MS.HALEYWOOD
12028,MS.,SARAH,LEWIS,1977-11-11,S,F,sarah23@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MS.SARAHLEWIS
12029,MR.,DAMIEN,HU,1977-10-16,M,M,damien16@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MR.DAMIENHU
12030,MS.,ANA,WASHINGTON,1977-02-05,S,F,ana12@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MS.ANAWASHINGTON
12031,MR.,LOGAN,JAI,1979-10-19,S,M,logan5@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MR.LOGANJAI
12032,MR.,TYLER,TAYLOR,1979-05-26,S,M,tyler17@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,MR.TYLERTAYLOR
12033,MS.,KRISTEN,GUO,1979-05-02,S,F,kristen15@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,MS.KRISTENGUO
12034,MR.,JULIAN,LONG,1941-03-14,M,M,julian11@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MR.JULIANLONG
12035,MR.,GERALD,PRASAD,1941-06-22,M,M,gerald39@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,MR.GERALDPRASAD
12036,MRS.,SUMMER,LOPEZ,1941-02-06,M,F,summer14@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MRS.SUMMERLOPEZ
12037,MRS.,PATRICIA,CHAPMAN,1943-09-14,S,F,patricia7@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MRS.PATRICIACHAPMAN
12038,MR.,GEORGE,VANCE,1943-08-10,S,M,george10@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,MR.GEORGEVANCE
12039,MR.,RICARDO,NATH,1943-02-13,M,M,ricardo17@adventure-works.com,"$70,000 ",2,Graduate Degree,Management,Y,MR.RICARDONATH
12040,MR.,RICHARD,TORRES,1976-08-18,M,M,richard85@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,MR.RICHARDTORRES
12041,MR.,SETH,MARTIN,1975-06-07,M,M,seth15@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.SETHMARTIN
12042,MR.,ALEX,CARTER,1975-09-27,M,M,alex39@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,MR.ALEXCARTER
12043,MR.,CARSON,PATTERSON,1974-09-21,M,M,carson9@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,MR.CARSONPATTERSON
12044,MS.,MADELINE,LOPEZ,1974-05-27,S,F,madeline18@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,MS.MADELINELOPEZ
12045,MR.,LUIS,RUSSELL,1974-06-25,S,M,luis19@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,MR.LUISRUSSELL
12046,MS.,ALEXA,COOK,1974-07-18,S,F,alexa20@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,MS.ALEXACOOK
12047,MS.,ALEXANDRA,DAVIS,1974-03-25,S,F,alexandra68@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,MS.ALEXANDRADAVIS
12048,MS.,KAYLA,COLEMAN,1972-05-19,S,F,kayla30@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,Y,MS.KAYLACOLEMAN
12049,MS.,ANGELA,RUSSELL,1968-04-11,S,F,angela22@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y,MS.ANGELARUSSELL
12050,MR.,AARON,YOUNG,1967-09-14,S,M,aaron49@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N,MR.AARONYOUNG
12051,MR.,ISAIAH,SCOTT,1967-09-24,S,M,isaiah39@adventure-works.com,"$120,000 ",0,Bachelors,Management,N,MR.ISAIAHSCOTT
12052,MS.,MAKAYLA,WARD,1967-05-27,S,F,makayla11@adventure-works.com,"$120,000 ",0,Bachelors,Management,N,MS.MAKAYLAWARD
12053,MR.,CEDRIC,GAO,1967-05-15,S,M,cedric14@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,MR.CEDRICGAO
12054,MR.,LUKE,DIAZ,1968-06-04,M,M,luke11@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,MR.LUKEDIAZ
12055,MRS.,ARIANNA,RICHARDSON,1968-11-20,M,F,arianna31@adventure-works.com,"$90,000 ",4,Bachelors,Management,N,MRS.ARIANNARICHARDSON
12056,MR.,IAN,WARD,1942-06-15,M,M,ian69@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,MR.IANWARD
12057,MRS.,MADELINE,COLLINS,1943-03-15,M,F,madeline2@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,MRS.MADELINECOLLINS
12058,MRS.,CHLOE,NELSON,1943-07-03,M,F,chloe6@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,MRS.CHLOENELSON
12059,MR.,JASON,JENKINS,1943-06-02,M,M,jason4@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,MR.JASONJENKINS
12060,MR.,ANDREW,WEDGE,1943-04-16,S,M,andrew22@adventure-works.com,"$150,000 ",1,Graduate Degree,Management,N,MR.ANDREWWEDGE
12061,MR.,BRYCE,BROOKS,1943-05-09,M,M,bryce2@adventure-works.com,"$160,000 ",1,Bachelors,Management,Y,MR.BRYCEBROOKS
12062,MR.,EDWARD,LONG,1944-06-04,M,M,edward58@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.EDWARDLONG
12063,MR.,XAVIER,MARTINEZ,1944-09-08,M,M,xavier15@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.XAVIERMARTINEZ
12064,MR.,JOHN,WHITE,1944-10-09,S,M,john50@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.JOHNWHITE
12065,MR.,ISAIAH,COLLINS,1944-07-03,M,M,isaiah24@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.ISAIAHCOLLINS
12066,MR.,WYATT,POWELL,1944-08-12,M,M,wyatt60@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.WYATTPOWELL
12067,MR.,AARON,BRYANT,1944-11-14,S,M,aaron17@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.AARONBRYANT
12068,MRS.,MARIA,JENKINS,1944-05-22,S,F,maria30@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MRS.MARIAJENKINS
12069,MR.,GARRETT,KELLY,1944-11-01,M,M,garrett6@adventure-works.com,"$70,000 ",4,Bachelors,Management,N,MR.GARRETTKELLY
12070,MR.,LUKE,ROSS,1944-09-03,M,M,luke22@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.LUKEROSS
12071,MR.,ROBERT,ROBINSON,1944-04-02,M,M,robert78@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.ROBERTROBINSON
12072,MR.,TRISTAN,ROSS,1944-08-24,M,M,tristan4@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.TRISTANROSS
12073,MR.,THOMAS,RODRIGUEZ,1944-08-23,M,M,thomas68@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.THOMASRODRIGUEZ
12074,MRS.,MEGAN,JENKINS,1944-10-27,S,F,megan57@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MRS.MEGANJENKINS
12075,MR.,CAMERON,GRIFFIN,1944-06-26,S,M,cameron16@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,MR.CAMERONGRIFFIN
12076,MRS.,CHLOE,WASHINGTON,1944-02-26,M,F,chloe80@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MRS.CHLOEWASHINGTON
12077,MRS.,NICOLE,SANDBERG,1945-03-21,S,F,nicole47@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MRS.NICOLESANDBERG
12078,MR.,JOSE,EDWARDS,1945-02-18,M,M,jose39@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,MR.JOSEEDWARDS
12079,MR.,NATHANIEL,COOPER,1945-10-13,M,M,nathaniel9@adventure-works.com,"$60,000 ",4,Bachelors,Management,N,MR.NATHANIELCOOPER
12080,MRS.,GRACE,SANCHEZ,1946-06-09,S,F,grace26@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,MRS.GRACESANCHEZ
12081,MRS.,KAITLYN,PEREZ,1946-06-05,S,F,kaitlyn10@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,MRS.KAITLYNPEREZ
12082,MRS.,LAUREN,SANCHEZ,1946-10-12,M,F,lauren0@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MRS.LAURENSANCHEZ
12083,MRS.,KAYLA,ALEXANDER,1946-02-28,M,F,kayla43@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MRS.KAYLAALEXANDER
12084,MR.,AIDAN,PERRY,1947-08-07,M,M,aidan8@adventure-works.com,"$60,000 ",5,Bachelors,Management,N,MR.AIDANPERRY
12085,MR.,TYLER,RODRIGUEZ,1947-12-25,M,M,tyler20@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,MR.TYLERRODRIGUEZ
12086,MRS.,EMILY,CLARK,1947-08-13,S,F,emily20@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,MRS.EMILYCLARK
12087,MR.,SEAN,COOK,1947-07-14,S,M,sean29@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.SEANCOOK
12088,MRS.,LAUREN,THOMPSON,1947-07-22,S,F,lauren33@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MRS.LAURENTHOMPSON
12089,MR.,NATHANIEL,RICHARDSON,1947-10-24,M,M,nathaniel10@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,MR.NATHANIELRICHARDSON
12090,MRS.,SAVANNAH,CARTER,1948-07-05,M,F,savannah32@adventure-works.com,"$40,000 ",2,High School,Professional,Y,MRS.SAVANNAHCARTER
12091,MR.,EDDIE,MUNOZ,1948-11-12,M,M,eddie7@adventure-works.com,"$40,000 ",2,High School,Professional,Y,MR.EDDIEMUNOZ
12092,MR.,AUSTIN,WHITE,1948-02-09,M,M,austin48@adventure-works.com,"$40,000 ",2,High School,Professional,Y,MR.AUSTINWHITE
12093,MR.,LEVI,CHANDRA,1948-11-08,M,M,levi1@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MR.LEVICHANDRA
12094,MRS.,BAILEY,BAILEY,1948-09-19,M,F,bailey13@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,MRS.BAILEYBAILEY
12095,MR.,AUSTIN,GRIFFIN,1948-02-25,M,M,austin17@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,MR.AUSTINGRIFFIN
12096,MRS.,CAITLIN,BROOKS,1948-02-27,M,F,caitlin1@adventure-works.com,"$60,000 ",2,Bachelors,Management,N,MRS.CAITLINBROOKS
12097,MR.,SEAN,ALLEN,1949-11-13,S,M,sean49@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MR.SEANALLEN
12098,MRS.,GRACE,CLARK,1949-10-25,S,F,grace18@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MRS.GRACECLARK
12099,MRS.,SYDNEY,HALL,1949-11-18,S,F,sydney86@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,MRS.SYDNEYHALL
12100,MR.,JON,SUN,1949-04-24,S,M,jon33@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,MR.JONSUN
12101,MR.,LOGAN,PATTERSON,1949-04-24,S,M,logan13@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MR.LOGANPATTERSON
12102,MR.,DEVIN,SIMMONS,1949-06-04,M,M,devin53@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MR.DEVINSIMMONS
12103,MRS.,CHLOE,WHITE,1949-10-12,M,F,chloe45@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MRS.CHLOEWHITE
12104,MRS.,MARIAH,ROSS,1949-01-11,M,F,mariah8@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MRS.MARIAHROSS
12105,MRS.,ABIGAIL,FOSTER,1949-05-16,S,F,abigail68@adventure-works.com,"$70,000 ",5,Partial College,Professional,Y,MRS.ABIGAILFOSTER
12106,MR.,ISAIAH,BAKER,1950-06-08,M,M,isaiah31@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,MR.ISAIAHBAKER
12107,MR.,NATHAN,GONZALES,1950-08-15,M,M,nathan13@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,MR.NATHANGONZALES
12108,MR.,JAMES,WALKER,1950-02-23,M,M,james96@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MR.JAMESWALKER
12109,MRS.,MORGAN,FOSTER,1950-03-20,S,F,morgan85@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MRS.MORGANFOSTER
12110,MRS.,BIANCA,GUO,1950-02-03,M,F,bianca14@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MRS.BIANCAGUO
12111,MRS.,JACQUELINE,GONZALES,1950-08-04,M,F,jacqueline18@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MRS.JACQUELINEGONZALES
12112,MRS.,ARIANNA,HENDERSON,1950-06-09,M,F,arianna5@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MRS.ARIANNAHENDERSON
12113,MR.,NATHAN,HUGHES,1951-08-23,M,M,nathan7@adventure-works.com,"$70,000 ",2,High School,Professional,Y,MR.NATHANHUGHES
12114,MR.,CHARLES,RICHARDSON,1951-11-07,M,M,charles58@adventure-works.com,"$70,000 ",2,High School,Professional,Y,MR.CHARLESRICHARDSON
12115,MRS.,CHLOE,RICHARDSON,1951-02-08,S,F,chloe55@adventure-works.com,"$70,000 ",2,High School,Professional,Y,MRS.CHLOERICHARDSON
12116,MRS.,AMANDA,GRAY,1951-02-22,S,F,amanda15@adventure-works.com,"$70,000 ",2,High School,Professional,Y,MRS.AMANDAGRAY
12117,MR.,CAMERON,YANG,1951-08-03,M,M,cameron23@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MR.CAMERONYANG
12118,MRS.,MIGUEL,SANCHEZ,1951-01-27,M,F,miguel72@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,MRS.MIGUELSANCHEZ
12119,MR.,KEITH,RAJE,1951-06-01,M,M,keith17@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,MR.KEITHRAJE
12120,MR.,XAVIER,SIMMONS,1952-07-11,M,M,xavier55@adventure-works.com,"$60,000 ",3,High School,Professional,Y,MR.XAVIERSIMMONS
12121,MR.,LOGAN,WILSON,1952-09-25,S,M,logan58@adventure-works.com,"$60,000 ",3,High School,Professional,Y,MR.LOGANWILSON
12122,MRS.,DESTINY,COLEMAN,1952-12-18,M,F,destiny54@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MRS.DESTINYCOLEMAN
12123,MR.,WESLEY,LIANG,1958-06-14,M,M,wesley16@adventure-works.com,"$170,000 ",2,Bachelors,Management,Y,MR.WESLEYLIANG
12124,MRS.,BRANDI,GILL,1957-02-08,S,F,brandi13@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y,MRS.BRANDIGILL
12125,MRS.,DIANA,ORTEGA,1957-01-12,M,F,diana21@adventure-works.com,"$130,000 ",2,Partial College,Professional,Y,MRS.DIANAORTEGA
12126,MRS.,TAMMY,RAMAN,1957-11-18,M,F,tammy13@adventure-works.com,"$150,000 ",2,High School,Professional,Y,MRS.TAMMYRAMAN
12127,MRS.,GRACE,DAVIS,1956-12-14,M,F,grace4@adventure-works.com,"$100,000 ",2,Partial College,Professional,Y,MRS.GRACEDAVIS
12128,MRS.,KRISTY,MUNOZ,1956-12-16,M,F,kristy7@adventure-works.com,"$120,000 ",3,High School,Professional,Y,MRS.KRISTYMUNOZ
12129,MRS.,WENDY,ALVAREZ,1956-09-21,M,F,wendy5@adventure-works.com,"$120,000 ",3,High School,Professional,Y,MRS.WENDYALVAREZ
12130,MRS.,SUZANNE,ZHOU,1956-08-12,S,F,suzanne10@adventure-works.com,"$120,000 ",3,High School,Professional,Y,MRS.SUZANNEZHOU
12131,MR.,RANDALL,DOMINGUEZ,1955-10-17,M,M,randall14@adventure-works.com,"$90,000 ",2,High School,Professional,N,MR.RANDALLDOMINGUEZ
12132,MRS.,KAITLYN,HENDERSON,1955-11-19,M,F,kaitlyn72@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y,MRS.KAITLYNHENDERSON
12133,MRS.,COLLEEN,XIE,1955-12-26,M,F,colleen27@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y,MRS.COLLEENXIE
12134,MR.,HECTOR,ALONSO,1955-09-23,M,M,hector6@adventure-works.com,"$170,000 ",3,High School,Professional,Y,MR.HECTORALONSO
12135,MR.,FERNANDO,TAYLOR,1957-04-11,M,M,fernando9@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,MR.FERNANDOTAYLOR
12136,MR.,BLAKE,TURNER,1932-11-08,M,M,blake41@adventure-works.com,"$30,000 ",4,High School,Professional,N,MR.BLAKETURNER
12137,MR.,JACK,GREEN,1932-11-04,M,M,jack51@adventure-works.com,"$90,000 ",3,Graduate Degree,Management,Y,MR.JACKGREEN
12138,MR.,COLIN,JAI,1933-11-26,M,M,colin34@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,MR.COLINJAI
12139,MR.,FRANKLIN,YANG,1933-03-15,M,M,franklin5@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,MR.FRANKLINYANG
12140,MR.,OSCAR,RUSSELL,1965-03-11,S,M,oscar6@adventure-works.com,"$90,000 ",4,Partial College,Professional,N,MR.OSCARRUSSELL
12141,MRS.,KAITLYN,LEE,1965-09-20,S,F,kaitlyn45@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y,MRS.KAITLYNLEE
12142,MRS.,GABRIELLA,TORRES,1965-01-06,S,F,gabriella11@adventure-works.com,"$100,000 ",4,Bachelors,Management,Y,MRS.GABRIELLATORRES
12143,MR.,LOGAN,TURNER,1965-11-13,M,M,logan31@adventure-works.com,"$100,000 ",4,Bachelors,Management,Y,MR.LOGANTURNER
12144,MRS.,KELLY,JENKINS,1965-11-10,M,F,kelly11@adventure-works.com,"$100,000 ",4,Partial College,Professional,Y,MRS.KELLYJENKINS
12145,MR.,BRANDON,BUTLER,1965-10-04,M,M,brandon11@adventure-works.com,"$100,000 ",4,Partial College,Professional,Y,MR.BRANDONBUTLER
12146,MR.,XAVIER,THOMAS,1965-07-14,S,M,xavier8@adventure-works.com,"$110,000 ",3,Bachelors,Management,N,MR.XAVIERTHOMAS
12147,MRS.,TAYLOR,PATTERSON,1964-12-28,M,F,taylor35@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y,MRS.TAYLORPATTERSON
12148,MRS.,GABRIELLE,MORRIS,1964-12-06,S,F,gabrielle1@adventure-works.com,"$100,000 ",5,Partial College,Professional,Y,MRS.GABRIELLEMORRIS
12149,MRS.,BAILEY,SCOTT,1964-06-24,M,F,bailey33@adventure-works.com,"$100,000 ",5,Partial College,Professional,Y,MRS.BAILEYSCOTT
12150,MR.,LOGAN,WANG,1964-08-12,M,M,logan24@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y,MR.LOGANWANG
12151,MR.,STEVEN,KELLY,1964-05-12,M,M,steven12@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,MR.STEVENKELLY
12152,MR.,ADRIAN,RAMIREZ,1964-03-26,M,M,adrian9@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,MR.ADRIANRAMIREZ
12153,MRS.,KAITLYN,BAILEY,1956-09-15,S,F,kaitlyn54@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y,MRS.KAITLYNBAILEY
12154,MRS.,HAILEY,ADAMS,1956-07-24,S,F,hailey55@adventure-works.com,"$80,000 ",3,Partial College,Professional,Y,MRS.HAILEYADAMS
12155,MRS.,GABRIELLA,LOPEZ,1956-10-15,S,F,gabriella44@adventure-works.com,"$80,000 ",3,Partial College,Professional,Y,MRS.GABRIELLALOPEZ
12156,MRS.,BONNIE,RAJI,1934-01-12,M,F,bonnie27@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,MRS.BONNIERAJI
12157,MR.,WILLIAM,WHITE,1934-09-22,M,M,william8@adventure-works.com,"$120,000 ",1,Graduate Degree,Management,Y,MR.WILLIAMWHITE
12158,MR.,KYLE,PHILLIPS,1963-04-24,M,M,kyle36@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,MR.KYLEPHILLIPS
12159,MRS.,KAITLYN,SCOTT,1963-11-14,M,F,kaitlyn11@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,MRS.KAITLYNSCOTT
12160,MS.,JACLYN,ZHANG,1963-11-24,S,F,jaclyn0@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y,MS.JACLYNZHANG
12161,MRS.,ALEXANDRIA,ROGERS,1963-03-08,M,F,alexandria40@adventure-works.com,"$100,000 ",5,Partial College,Professional,Y,MRS.ALEXANDRIAROGERS
12162,MR.,LUKE,MITCHELL,1963-12-20,S,M,luke43@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y,MR.LUKEMITCHELL
12163,MR.,AARON,WANG,1963-09-05,S,M,aaron24@adventure-works.com,"$150,000 ",2,Bachelors,Management,N,MR.AARONWANG
12164,MR.,NOAH,BUTLER,1963-04-13,M,M,noah11@adventure-works.com,"$150,000 ",3,Bachelors,Management,Y,MR.NOAHBUTLER
12165,MR.,CALEB,FLORES,1962-06-12,M,M,caleb9@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,MR.CALEBFLORES
12166,MR.,JARED,ROGERS,1962-03-14,M,M,jared21@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,MR.JAREDROGERS
12167,MR.,SEBASTIAN,STEWART,1962-09-21,S,M,sebastian21@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y,MR.SEBASTIANSTEWART
